CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
317043,215 ROUTE 31,FLEMINGTON,NJ,08822,,
678422,7272 WURZBACH RD,SAN ANTONIO,TX,78240,29.5034689,-98.5841303
679185,1115 CHIHUAHUA,LAREDO,TX,78040,27.5055761,-99.4852849
679011,"6850 MANHATTAN BLVD.,",FORT WORTH,TX,76120,32.7745568,-97.2100549
059562,14328 VICTORY BLVD,VAN NUYS,CA,91401,34.1865807,-118.4450363
677014,"105 E HACKBERRY ST, STE B",PEARSALL,TX,78061,,
107142,1610 NW 23RD AVE,GAINESVILLE,FL,32605,29.674166,-82.344838
059690,6501 FOOTHILL BLVD,TUJUNGA,CA,91042,34.245017,-118.273359
397442,600 SOMERSET AVE,WINDBER,PA,15963,40.2431488,-78.8367717
307015,75 CHESTNUT ST,FRANKLIN,NH,03235,43.4493774,-71.6375374
