CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
417029,50 MAUDE ST,PROVIDENCE,RI,02908,41.8373328,-71.4337983
047179,438 E MILLSAP RD,FAYETTEVILLE,AR,72703,36.1145162,-94.151216
367079,307 VERNEDALE DR,MOUNT VERNON,OH,43050,40.3965171,-82.4598329
553111,7901 STONERIDGE DR,PLEASANTON,CA,94588,37.6900111,-121.9301928
227740,55 MISSION RD,NORTH CHELMSFORD,MA,01863,,
559059,2405 W BURBANK BLVD,BURBANK,CA,91506,,
227707,264 N MAIN ST,EAST LONGMEADOW,MA,01028,42.0741891,-72.5209221
559048,421 ARDEN AVE,GLENDALE,CA,91203,34.1585411,-118.2620439
097078,1220 12TH ST SE,WASHINGTON,DC,20003,38.8757369,-76.9901621
369218,6555 BUSCH BLVD,COLUMBUS,OH,43229,40.098534,-82.9935658
