CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
197426,1008 JULIA ST,RAYVILLE,LA,71269,32.472763,-91.7590709
247137,520 1ST ST NE,SARTELL,MN,56377,45.6170957,-94.1899108
067161,1000 W 8TH AVE,YUMA,CO,80759,40.1200338,-102.7370081
059054,187 E WILBUR RD,THOUSAND OAKS,CA,91360,34.1860393,-118.8708341
057657,5805 SEPULVEDA BLVD,VAN NUYS,CA,91411,34.1759266,-118.4662691
747254,1505 CALLE DEL NORTE,LAREDO,TX,78041,27.5561723,-99.4812037
059009,1525 MCCARTHY BLVD,MILPITAS,CA,95035,37.407162,-121.919983
059158,415 E HARVARD ST,GLENDALE,CA,91205,34.1447152,-118.2506136
148027,3590 HOBSON RD,WOODRIDGE,IL,60517,41.7598329,-88.0697065
239272,33060 NORTHWESTERN HWY,WEST BLOOMFIELD,MI,48322,42.528967,-83.3593614
