CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
059725,1633 OLD BAYSHORE HWY,BURLINGAME,CA,94010,37.5994022,-122.3695065
227633,330 SW CUTOFF,WORCESTER,MA,01604,42.2247699,-71.7672767
077266,2524 DIXWELL AVE,HAMDEN,CT,06514,,
017146,711 HOSPITAL DR NE,RUSSELLVILLE,AL,35653,,
248152,1821 UNIVERSITY AVE,SAINT PAUL,MN,55104,44.9564223,-93.1759034
227599,20 MAPLE ST,SPRINGFIELD,MA,01103,42.1021848,-72.5848387
053106,1539 SAWTELLE BLVD,LOS ANGELES,CA,90025,34.0478099,-118.4496805
227652,76 SUMMER ST 325,FITCHBURG,MA,01420,,
553103,280S LOS ROBLES AVE A,PASADENA,CA,91101,34.1523358,-118.141491
107414,12903 N TELECOM PKWY,TEMPLE TERRACE,FL,33637,28.063325,-82.3717081
