CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
017124,311 JAMES ST,OZARK,AL,36360,31.4522801,-85.6341028
059464,7888 MISSION GROVE PKWY S,RIVERSIDE,CA,92508,33.9102636,-117.3236157
148246,16820 OAK PARK AVE,TINLEY PARK,IL,60477,41.5855599,-87.7847866
239224,4245 S BEECH DALY ST,DEARBORN HEIGHTS,MI,48125,42.278346,-83.2897509
367424,4510 RICHMOND RD,WARRENSVILLE HEIGHTS,OH,44128,41.4355625,-81.4977426
197786,3300 W ESPLANADE AVE S,METAIRIE,LA,70002,30.0137963,-90.156784
747604,10711 BURNET RD,AUSTIN,TX,78758,30.3914697,-97.7215599
747617,1919 SOUTH SHILOH ROAD,GARLAND,TX,75042,32.8963754,-96.6657784
398169,35 WOODLAND AVE,MORTON,PA,19070,39.9088364,-75.3280788
147661,701 W TEMPLE AVE,EFFINGHAM,IL,62401,39.127342,-88.55056
