CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
059373,149350 UKIAH TRAIL,BIG RIVER,CA,92242,,
037452,"1954 AZ-95, STE 2A",BULLHEAD CITY,AZ,86442,,
467055,515 S 300 E,ST GEORGE,UT,84770,37.0993596,-113.5769196
053185,14555 HAMLIN ST 1B,VAN NUYS,CA,91411,,
398255,1125 S CEDAR CREST BLVD,ALLENTOWN,PA,18103,40.5721062,-75.5190484
527324,5600W BROWN DEER RD 216,BROWN DEER,WI,53223,,
037451,5920 E PIMA ST,TUCSON,AZ,85712,32.2433065,-110.8649845
227685,265 S WESTFIELD ST,FEEDING HILLS,MA,01030,42.0590451,-72.6758295
059359,109 N CEDAR ST,GLENDALE,CA,91206,34.1465378,-118.2444108
059781,18022 COWAN,IRVINE,CA,92614,33.6900311,-117.8648876
