CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
527275,425 MANOR DR,SURING,WI,54174,45.0030131,-88.3722481
559366,6850 VAN NUYS BLVD,VAN NUYS,CA,91405,34.195361,-118.448622
239053,13030 W 7 MILE RD,DETROIT,MI,48235,42.4312654,-83.1746783
559247,531 ENCINITAS BLVD,ENCINITAS,CA,92024,33.046366,-117.279179
559329,3460 OCEAN VIEW BLVD,GLENDALE,CA,91208,34.2019493,-118.2281297
559338,13746 VICTORY BLVD,VAN NUYS,CA,91401,34.1866684,-118.4463146
757686,1000 BUSINESS CENTER CIR,NEWBURY PARK,CA,91320,34.1927347,-118.9422011
527220,1345 DEMING WAY,MIDDLETON,WI,53562,43.0876723,-89.5278805
059701,18623 VENTURA BLVD,TARZANA,CA,91356,34.1702154,-118.5393599
559345,14553 DELANO ST,VAN NUYS,CA,91411,34.1827289,-118.4500752
