CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
678027,942 VISADOR RD,JASPER,TX,75951,30.920347,-93.98709
147299,8 HUBER ST,PANA,IL,62557,39.379782,-89.085177
059447,4740 MURPHY CANYON RD,SAN DIEGO,CA,92123,32.8271924,-117.1200069
327108,10 CALLE MEDICO,SANTA FE,NM,87505,35.6581135,-105.9408949
037414,65 S SYCAMORE,MESA,AZ,85202,33.4139839,-111.8699066
227543,425 LAKE AVE N,WORCESTER,MA,01605,42.2940773,-71.7605012
107644,8700 W FLAGLER ST,MIAMI,FL,33174,25.7686521,-80.3370874
679273,1925 E BELT LINE RD,CARROLLTON,TX,75006,32.9542616,-96.8873786
678137,14046 MAIN STREET,CHESTER,TX,75936,30.9272176,-94.6035805
377604,100 WOODBRIAR,NOBLE,OK,73068,35.1528036,-97.3982756
