CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
687160,14331 SW 120TH ST,MIAMI,FL,33186,25.656672,-80.4270961
753155,30700 RUSSELL RANCH RD,WESTLAKE VILLAGE,CA,91362,34.1500513,-118.7935997
037438,301 E BETHANY HOME RD,PHOENIX,AZ,85012,33.5233778,-112.0690284
369308,1150 MORSE RD,COLUMBUS,OH,43229,40.0619463,-82.9882273
748030,3312 CASSINIA PKWY,HEARTLAND,TX,75126,32.6830275,-96.4568692
207084,775 US ROUTE 1,YORK,ME,03909,43.1641181,-70.6437328
559569,10012 COMMERCE AVE,TUJUNGA,CA,91042,34.2505753,-118.28852
157722,7007 GRAHAM RD,INDIANAPOLIS,IN,46220,39.8822946,-86.0692063
239343,38345 W 10 MILE RD,FARMINGTON HILLS,MI,48335,42.4682479,-83.4249284
559552,1316 COFFEE RD,MODESTO,CA,95355,37.6623478,-120.9754289
