CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
559031,3135 CLAYTON RD,CONCORD,CA,94519,37.9734769,-122.0213002
157692,645 W CARMEL DR,CARMEL,IN,46032,39.9651635,-86.1398496
377792,6312 E 101ST ST,TULSA,OK,74137,36.0172624,-95.9057293
053178,6269 SOUTHFRONT RD,LIVERMORE,CA,94551,37.7092505,-121.7199812
527330,4949 KIRSCHLING CT,STEVENS POINT,WI,54481,44.5154796,-89.5288731
227712,71 LEGION PKWY,BROCKTON,MA,02301,42.0842057,-71.020282
227281,594 MARRETT RD,LEXINGTON,MA,02421,42.4393036,-71.2509054
109371,5971 CATTLERIDGE BLVD,SARASOTA,FL,34232,27.3009514,-82.4500611
559309,901 VIA PIEMONTE,ONTARIO,CA,91764,34.0742868,-117.5659657
367455,77 E WATER ST,CHILLICOTHE,OH,45601,39.3362722,-82.9804796
