CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
077134,231 FARMINGTON AVE,FARMINGTON,CT,06032,,
059259,12598 CENTRAL AVE,CHINO,CA,91710,34.024168,-117.6894915
297300,400 W 4TH ST,WINNEMUCCA,NV,89445,40.9699737,-117.7377872
147448,2550 CHARLES ST,ROCKFORD,IL,61108,42.259876,-89.055756
077015,403 N FRONTAGE RD,WATERFORD,CT,06385,41.3715272,-72.1251917
747491,10662 VISTA DEL SOL DR,EL PASO,TX,79935,31.7552795,-106.3403604
109656,3903 NORTHDALE BLVD,TAMPA,FL,33624,,
077173,267 FINCH AVENUE,MERIDEN,CT,06451,,
227535,33 JAMES REYNOLDS RD E,SWANSEA,MA,02777,,
368340,2999 E DUBLIN GRANVILLE RD,COLUMBUS,OH,43231,40.08195,-82.937228
