CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
337436,4770 WHITE PLAINS RD 2,BRONX,NY,10470,,
239013,2200 N CANTON CENTER RD,CANTON,MI,48187,42.3179965,-83.4875973
357014,2401 DEMERS AVE,GRAND FORKS,ND,58201,47.916059,-97.0611077
287101,2319 N LINCOLN AVE,YORK,NE,68467,40.8844973,-97.5928487
368246,14077 CEDAR RD,SOUTH EUCLID,OH,44118,41.5016691,-81.5332272
239017,4415 METROPOLITAN PKWY,STERLING HEIGHTS,MI,48310,42.564883,-83.0654697
239032,3501 LAKE EASTBROOK BLVD SE,GRAND RAPIDS,MI,49546,42.9178975,-85.5800364
059178,644 W BROADWAY,GLENDALE,CA,91204,34.1466971,-118.268623
227513,1 KIDDIE DR,AVON,MA,02322,42.1301504,-71.0571849
557514,10550 SEPULVEDA BLVD,MISSION HILLS,CA,91345,34.2624584,-118.4669231
