CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
097073,820 FIRST ST NE,WASHINGTON,DC,20002,38.9042188,-77.0058862
227688,352 HUMPHREY ST,SWAMPSCOTT,MA,01907,42.4677852,-70.9115818
347051,146 DORNACH WAY,ADVANCE,NC,27006,,
527325,N6359 US HIGHWAY 12,ELKHORN,WI,53121,,
227684,716 W BOYLSTON ST,WORCESTER,MA,01606,42.3169558,-71.7960531
059790,2141 PALOMAR AIRPORT RD,CARLSBAD,CA,92011,33.1241839,-117.2752464
248118,5320 W 23RD ST,ST LOUIS PARK,MN,55416,44.9614733,-93.3454854
557165,2545 W HILLCREST DR,THOUSAND OAKS,CA,91320,34.1876067,-118.9330387
053108,5100 N 6TH ST,FRESNO,CA,93710,36.810433,-119.7631304
369160,2700 E DUBLIN GRANVILLE RD,COLUMBUS,OH,43231,40.0847265,-82.9457951
