CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
457884,10485 EASTEX FWY,BEAUMONT,TX,77708,30.1699486,-94.1849717
337005,669 CASTLETON AVE,STATEN ISLAND,NY,10301,40.6352854,-74.1037554
058368,22151 VENTURA BLVD,WOODLAND HILLS,CA,91364,34.1689978,-118.6099143
507029,731 N CHELAN AVE,WENATCHEE,WA,98801,47.4332807,-120.3209487
037226,1840 E UNIVERSITY DR,MESA,AZ,85203,33.423041,-111.7915487
108044,1920 E HALLANDALE BEACH BLVD,HALLANDALE BEACH,FL,33009,25.9856778,-80.1285579
368071,3245 E LIVINGSTON AVENUE,COLUMBUS,OH,43227,39.946487,-82.909687
177202,2872 N RIDGE RD,WICHITA,KS,67205,37.7360475,-97.4246097
047140,204 BRAGG ST,WARREN,AR,71671,33.613606,-92.077589
467001,2830S REDWOOD RD A,WEST VALLEY CITY,UT,84119,,
