CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
059748,28481 RANCHO CALIFORNIA RD,TEMECULA,CA,92590,33.497886,-117.1580237
053119,879 W 190TH ST,GARDENA,CA,90248,,
679293,525 ROUND ROCK WEST DR,ROUND ROCK,TX,78681,30.5044684,-97.6945773
148365,1030 W. KUNKLE BLVD,FREEPORT,IL,61032,42.288361,-89.6735884
067523,751 HORIZON CT,GRAND JUNCTION,CO,81506,39.1133834,-108.5349604
337264,1414 UTICA AVE 2,BROOKLYN,NY,11203,,
059536,1320 WILLOW PASS RD,CONCORD,CA,94520,37.9687045,-122.0520338
369093,5761 SPRINGDALE ROAD,CINCINNATI,OH,45247,,
167328,1605 ASSOCIATES DR,DUBUQUE,IA,52002,42.4979449,-90.7385424
747960,1701 JACAMAN RD RP8-F,LAREDO,TX,78041,,
