CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
167282,1600 E SUMMIT ST,RED OAK,IA,51566,41.015763,-95.2127164
227570,30 RIVERSIDE DR,LAKEVILLE,MA,02347,41.8753235,-70.9203571
237112,1975 TECHNOLOGY DR,TROY,MI,48083,42.5439304,-83.108343
559528,7341 FOOTHILL BLVD,TUJUNGA,CA,91042,34.2505478,-118.2915817
057274,1207 FAIRCHILD CT,WOODLAND,CA,95695,38.6657334,-121.7929052
137138,1835 WILDWOOD ST,BOISE,ID,83713,43.6215609,-116.321571
559131,14545 VICTORY BLVD,VAN NUYS,CA,91411,34.1867426,-118.4498752
553181,8817 RESEDA BLVD,NORTHRIDGE,CA,91324,34.2310263,-118.5361822
307096,10 CORPORATE DR,BEDFORD,NH,03110,42.9597393,-71.5082093
559004,320 E WALNUT AVE,LOMPOC,CA,93436,34.6405368,-120.4551247
