CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
297264,6345 S PECOS RD,LAS VEGAS,NV,89120,36.12975,-115.1009926
327237,5201 CONSTITUTION AVE NE,ALBUQUERQUE,NM,87110,35.0949369,-106.5873015
297271,11145 S EASTERN AVE,HENDERSON,NV,89052,35.9900015,-115.1010334
747993,316 WILTSHIRE BLVD,LEWISVILLE,TX,75056,,
559336,12235 BEACH BLVD,STANTON,CA,90680,33.784418,-117.9935243
559415,3524 BREAKWATER AVE,HAYWARD,CA,94545,37.6288549,-122.1211293
559753,17915 VENTURA BLVD,ENCINO,CA,91316,34.1638011,-118.5224664
267097,1513 UNION AVE,MOBERLY,MO,65270,39.423933,-92.4150254
748043,8627 CRESCENT SPUR DR,RICHMOND,TX,77406,,
157714,11679 TYLERS CLOSE,FISHERS,IN,46037,39.9590807,-85.9065261
