CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
057021,17682 MITCHELL N,IRVINE,CA,92614,33.6928816,-117.8588563
377035A,601 NW 11TH ST,OKLAHOMA CITY,OK,73103,35.480085,-97.522795
368401,950 TAYLOR STATION,GAHANNA,OH,43230,39.9920389,-82.8401644
747647,7100 WESTWIND DR,EL PASO,TX,79912,31.85616,-106.542431
059467,16446 WOODRUFF AVE B,BELLFLOWER,CA,90706,,
148298,10001 W ROOSEVELT RD,WESTCHESTER,IL,60154,,
368425,4889 SINCLAIR RD,COLUMBUS,OH,43229,40.0657405,-82.9986056
239253,28021 SOUTHFIELD RD,LATHRUP VILLAGE,MI,48076,42.5019575,-83.2225605
368410,6555 BUSCH BLVD,COLUMBUS,OH,43229,40.098534,-82.9935658
227538,160 MERRIMACK ST,METHUEN,MA,01844,42.7334079,-71.1359931
