CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
753105,18345 VENTURA BLVD,TARZANA,CA,91356,34.1675855,-118.5324267
297222,3311 S RAINBOW BLVD,LAS VEGAS,NV,89146,36.1291139,-115.243473
559704,10970 ARROW RTE,RANCHO CUCAMONGA,CA,91730,34.0994291,-117.5646278
559353,18740 VENTURA BLVD,TARZANA,CA,91356,34.171078,-118.5422875
559630,22151 VENTURA BLVD,WOODLAND HILLS,CA,91364,34.1689978,-118.6099143
559512,2667 N MOORPARK RD,THOUSAND OAKS,CA,91360,34.2169495,-118.8688868
559507,599 S BARRANCA AVE,COVINA,CA,91723,34.0823543,-117.8813365
067595,2851 S PARKER RD TOWER 1,AURORA,CO,80014,,
687126,1560 SAWGRASS CORPORATE PKWY,SUNRISE,FL,33323,26.1437857,-80.3403593
148382,9301 GOLF RD,DES PLAINES,IL,60016,42.0536011,-87.856747
